733409,26.2035758,26.3337599,25.3199111,25.621041,269794700
733410,25.6959947,25.9563611,25.3383211,25.632876,210516600
733411,25.1752646,25.3790856,23.5236506,23.676188,363958000
733414,23.8339845,24.1430046,22.3848785,23.359277,518048300
733415,23.6880223,23.9930973,22.4598324,22.519006,380954000
733416,22.5255815,23.603864,22.1310878,23.590714,453470500
733417,23.3513895,23.8011119,23.0660378,23.409248,370743800
733418,23.1436212,23.3868925,22.3546354,22.708364,308071400
733421,23.3434994,23.593344,23.0344795,23.509187,275112600
733422,23.3697971,23.5670449,21.6524363,22.228396,585819500
733423,21.7273899,22.2244508,20.6057122,20.992316,553461300
733424,21.2382178,21.7444856,20.8318889,21.156689,439464900
733425,21.2645183,21.7957695,20.9883718,21.218493,431085900
733429,19.4695714,21.0370265,19.1986866,20.466325,608688500
733430,17.9086933,18.4096993,16.5871395,18.287407,843242400
733431,18.4083838,18.5017476,17.3590315,17.831109,501466700
733432,18.2768865,18.2900365,17.0434365,17.096035,388684800
733435,16.8527637,17.5155141,16.6279025,17.096035,368711000
733436,17.2459427,17.4615987,16.9697978,17.297228,274995700
733437,17.2748728,17.811384,17.0947201,17.381385,310762900
733438,17.0223964,17.9691815,17.0158214,17.799549,336418600
733439,17.9152663,17.9612916,17.3813852,17.587838,252686000
733442,17.6483272,17.8705584,17.2814485,17.311692,224808500
733443,17.1512644,17.6207119,16.9500734,17.010562,285260500
733444,17.2038643,17.3471967,16.0124928,16.042738,393318100
733445,15.7757963,16.4083015,15.4207528,15.942799,520832900
733446,16.0532587,16.5292812,15.99014,16.500351,338993200
733449,16.833041,17.0920907,16.7265271,17.022397,300358100
733450,17.1867695,17.2262179,16.2557644,16.418822,306495000
733451,16.6581484,17.0657922,16.520076,17.015822,242133500
733452,17.0158215,17.1999191,16.7015414,16.760715,238524300
733453,16.6042349,16.7107471,16.3136234,16.388577,225325100
733457,16.567414,16.6673529,15.9690991,16.066408,251261500
733458,16.0690378,16.3846311,16.0006574,16.282064,241859800
733459,16.5753038,16.6305323,15.8928302,15.982249,234528700
733460,16.1058569,16.1098018,15.2366554,15.708733,382469500
733463,15.5943305,15.8020965,15.3405391,15.745553,314193600
733464,15.4694063,15.9230736,15.1801115,15.667969,376222000
733465,15.54699,16.1808101,15.5285817,16.168975,368784500
733466,16.7265265,17.3840149,16.5384838,17.082885,404563600
733467,17.0013566,17.1223357,16.4109318,16.439862,313870200
733470,16.3635932,16.5660994,15.5167471,16.007233,398260800
733471,16.0414236,16.4214522,15.8323424,16.387262,446345900
733472,16.250504,16.4556402,16.0756114,16.370168,305459000
733473,16.3859469,16.7659756,15.8862559,15.902036,368424700
733474,15.8336575,16.171606,15.6548198,16.075612,307615700
733477,16.0401079,16.234724,15.6968978,15.738978,249897200
733478,16.3188831,16.7633454,16.0427382,16.746252,290985800
733479,16.7054863,16.9211425,16.4595849,16.572674,264907300
733480,16.3188833,17.0289721,16.1742358,16.823836,315525700
733481,17.0789402,17.1341706,16.3320329,16.648943,289160200
733484,16.1150617,16.9093094,16.1150617,16.664723,268149700
733485,16.9868931,17.4892141,16.9198277,17.465544,301280000
733486,17.5049945,17.6588469,17.051327,17.051327,252634200
733487,17.2419974,17.5273491,16.9868928,17.524719,227196900
733491,17.6220269,18.5214736,17.5733734,18.347896,266730100
733492,18.4044396,18.8173435,18.0586011,18.538567,263097800
733493,18.5241034,19.1644968,18.4938581,19.075078,295521100
733494,19.0606139,19.1079525,18.4083838,18.442574,249957400
733495,18.6463955,19.0211642,18.6200954,18.805508,178652600
733498,18.8396968,19.1605519,18.7410746,18.869942,192016300
733499,19.2381349,19.6799673,18.8844065,19.662874,258141800
733500,19.5642506,19.8824757,19.1789618,19.394618,261242100
733501,19.338074,20.2020154,19.330184,19.936389,262892000
733502,20.012658,20.3440331,19.823302,20.129692,213604300
733505,20.5307584,20.998891,20.3966312,20.4992,289581600
733506,20.1914959,20.5728396,20.0297534,20.098132,253573600
733507,20.1599354,20.236204,19.7851666,19.914034,218349600
733508,19.8732706,20.4373971,19.8035769,20.322993,238940800
733509,20.0823512,20.15862,19.2512852,19.348594,302519000
733512,19.2999389,19.6260539,19.0066989,19.432753,211271900
733513,19.6457794,19.6878578,19.1618667,19.511652,174509300
733514,19.9508546,20.2638196,19.8062072,20.211221,198943500
733515,20.2730245,20.5136658,20.1651954,20.315103,176066800
733516,20.9239376,21.3368415,20.8266287,21.176414,256691400
733519,21.3302664,22.1573875,21.2710928,22.112679,259788200
733520,22.0127402,22.0916389,20.7884952,21.065955,359893100
733521,21.5722225,21.6761046,21.1816738,21.419685,376047700
