734142,28.0655862,28.2062887,27.9275139,28.141855,123432400
734143,28.2194392,28.3496215,28.0419166,28.190509,150476200
734144,28.1905084,28.3022825,27.7131727,27.742101,138040000
734145,27.8446705,27.8775457,27.4896269,27.690818,119282800
734146,27.6539972,27.8775451,27.4909413,27.874915,111902700
734149,27.9827424,28.0090427,27.4107278,27.629014,115557400
734150,27.5080351,27.5843038,27.1437864,27.314734,148614900
734151,27.3344594,27.7368415,26.8387115,27.700023,151473000
734152,27.6290139,27.6750374,27.4856814,27.539595,108223500
734153,27.7368416,27.8249454,27.071463,27.079353,148516900
734157,27.3949473,28.2970222,27.251615,28.277297,182501900
734158,28.260204,28.344361,27.5488001,27.84204,153038200
734159,27.8880631,28.0498057,27.2476698,27.360757,152038600
734160,27.1911264,27.2858035,25.9261163,26.0037,220441900
734163,26.6296302,26.9176101,26.3245552,26.703269,266424900
734164,27.081983,28.1024068,26.6388356,27.080668,466777500
734165,27.2003299,27.6908175,26.2377664,27.335774,430642100
734166,26.9478551,27.0228088,26.1286223,26.206206,293375600
734167,26.4415877,26.5888652,25.0174668,25.255478,311488100
734170,25.2962409,25.7735785,25.1555385,25.606576,187469100
734171,25.761744,25.8156576,25.4290538,25.755169,174585600
734172,25.6644347,26.3258701,25.5658127,26.198316,153832000
734173,25.869573,26.0852292,25.1910443,25.254163,189413000
734174,25.3304313,25.7735787,25.096365,25.70257,212576700
734177,25.7328158,26.0207957,25.5105829,25.526363,119567700
734178,25.8288075,25.9708249,25.6092063,25.798564,158221700
734179,25.759114,25.8524779,25.5447729,25.657862,92590400
734180,25.6263011,26.2666963,25.5184722,26.124677,137586400
734181,26.0510391,26.5152267,25.7078307,26.349539,163867200
734185,26.5546759,26.7847972,26.4994474,26.746662,135934400
734186,26.8505462,26.8663262,26.4126588,26.63489,109099200
734187,26.5139114,26.8110964,26.4205494,26.684859,105706300
734188,26.5441562,26.7203639,26.4455323,26.519171,103867400
734191,26.6072754,26.6283156,26.1930582,26.354799,97640900
734192,26.2995697,26.4744623,25.7354432,25.912966,143773700
734193,26.066819,26.4889279,26.0155353,26.386359,115141600
734194,25.9550461,26.6756532,25.8906107,26.562566,166281500
734195,26.6125351,26.9794137,26.5625665,26.90709,126865200
734198,27.0556819,27.5487996,27.0162335,27.481736,137523400
734199,27.6053434,27.7236925,27.3173636,27.463326,141636600
734200,27.4751614,27.5974537,27.343664,27.526445,93013200
734201,27.5198703,27.7355264,27.4343964,27.707913,91510300
734202,28.2641488,28.8900771,28.2233835,28.791455,224905100
734205,28.9308431,28.9413631,28.6994068,28.808549,107472400
734206,28.707296,29.5870157,28.6520657,29.326651,230064800
734207,29.4331636,29.6501365,29.3503198,29.565976,149054500
734208,29.4436841,29.652767,29.3661004,29.652767,101425100
734209,29.8986679,29.9460047,29.68564,29.797414,104080900
734212,29.6369869,29.652767,28.9624014,29.434479,123375700
734213,29.4791885,29.5843857,29.2595874,29.514692,111727000
