735601,75.5715411,75.7551376,75.0737868,75.224743,58671200
735602,75.1880285,75.3022624,73.4975654,73.572368,98116900
735605,73.0922916,74.3638775,72.5686951,73.973559,103152700
735606,74.0266015,74.2496366,73.1562069,73.44453,79302300
735607,73.2772464,74.1952361,73.2609264,73.909644,64632400
735608,74.3638775,74.372034,72.8066921,72.965812,69787200
735609,73.4159642,73.5478838,72.2300608,72.478938,76244000
735612,72.0668658,73.779082,72.062784,72.858376,94623200
735613,73.197011,74.3543558,73.1208502,74.308119,83140400
735614,75.2777851,76.1862528,75.0248261,75.800016,97909700
735615,75.4654642,75.7306614,75.0275504,75.377065,57319500
735616,75.0003496,75.0805849,73.4254858,73.530205,106684900
735620,73.5737255,74.8085894,73.4962066,74.672588,82131700
735621,74.9228305,75.7904941,74.5012297,75.004424,94996300
735622,74.7909109,75.6830584,74.09324,75.639538,100809800
735623,75.3430657,75.5633771,74.0850762,74.264598,107338700
735626,74.8085896,75.45186,74.221078,74.867072,138719700
735627,69.1904996,70.0391267,68.2806738,68.88314,266380800
735628,68.5363493,69.0014633,67.8114781,68.101152,125702500
735629,68.3445886,68.8831397,67.5503621,67.969232,169625400
735630,67.3436404,68.2072295,67.1219636,68.08075,116199300
735633,68.3541114,69.0504243,67.9039595,68.20723,100366000
735634,68.7947415,69.2856975,68.3745134,69.194582,94170300
735635,68.8913044,70.0772078,68.8491422,69.711373,82086200
735636,69.7825101,70.2531408,69.4746844,70.117699,64441300
735637,71.3312256,71.5432843,70.7839784,71.098643,92570100
735640,70.959094,72.7828061,70.8687995,72.372367,86389800
735641,72.5940042,73.5708413,72.4421445,73.325947,70564200
735642,73.4613968,73.8184761,72.9538168,73.320475,77025200
735643,73.1480908,74.5422133,73.0851593,74.484747,76849500
735644,74.2165964,74.6968133,74.0442126,74.424556,68231100
735648,74.6995453,75.4096049,74.6461855,74.698179,65062900
735649,74.5285277,74.8213092,73.1056832,73.518855,78442000
735650,72.9196142,73.4682352,72.3737332,72.667881,76464500
735651,72.8922512,73.1357791,71.7717598,71.860688,69696200
735654,71.5733865,72.4996036,71.473513,72.17536,72227400
735655,72.4257274,72.4517168,71.2792392,71.42426,57988000
735656,71.6363187,71.8264868,70.5404504,70.779872,69054300
735657,70.751142,72.3436377,70.6020149,72.191778,75470500
735658,72.3846787,72.8867787,71.4324647,71.99613,92992200
735661,71.6103218,72.5994776,71.5268661,72.20409,59695300
735662,72.6473572,72.8717347,72.205456,72.680193,64785000
735663,72.6364117,73.1604096,72.3915174,72.833426,50015700
735664,72.8922512,73.1179949,72.2506031,72.613155,46372200
735665,72.6596762,72.7814401,71.9701408,72.570748,55182400
735668,72.2861789,72.9661355,72.283439,72.636412,44646000
735669,73.2561774,73.7062913,72.8648888,73.343732,69806100
735670,73.1275744,73.5161159,72.7841731,73.414876,49831600
735671,73.5284341,73.8321534,72.3956237,72.599477,64435700
735672,72.3450044,72.6323134,71.552863,71.784072,59299800
735675,72.1958776,72.5064433,71.942778,72.064542,49886200
735676,71.9496161,72.780066,71.853849,72.702083,52411800
735677,72.8197411,73.3642558,72.3737337,72.682933,56189000
735678,72.4954979,72.8758339,72.1479976,72.332693,52099600
735679,72.7745941,73.0235946,72.0084493,72.903197,93511600
735682,73.6625098,73.9470788,73.2028171,73.767856,88925200
735683,74.0838871,74.6653439,73.822575,74.561364,70573300
735684,74.7706901,75.1099852,73.722709,73.848572,74942000
735685,73.8814074,74.083887,73.2110298,73.531167,55507900
735686,73.6488249,73.7336541,73.0919987,73.449078,50141000
735689,73.7733288,73.9894863,73.3218486,73.43266,42167300
735690,73.5722152,74.1345141,73.436766,74.104411,50190000
735691,74.2042841,74.3547776,73.9142426,74.227541,45105200
735692,74.0688429,74.2207026,73.5557976,73.71313,40586000
735693,73.8526783,73.8786751,72.5898987,72.75955,68812800
735696,72.2396577,72.6336791,71.4010025,71.61716,72462600
